Date,Open,High,Low,Close,Adj Close,Volume
2015-04-27,22.193001,22.349501,21.870501,21.927999,21.927999,108618000
2015-04-28,21.925501,21.950001,21.402000,21.465500,21.465500,82810000
2015-04-29,21.337500,21.712000,21.301500,21.468500,21.468500,72434000
2015-04-30,21.355499,21.587500,20.962000,21.089001,21.089001,72958000
2015-05-01,21.191000,21.282000,20.799999,21.143499,21.143499,71316000
2015-05-04,21.240000,21.488501,21.121000,21.152000,21.152000,45408000
2015-05-05,21.142500,21.375500,21.051001,21.059500,21.059500,57128000
2015-05-06,21.071501,21.136000,20.727501,20.955000,20.955000,51050000
2015-05-07,21.207500,21.424999,21.142500,21.344000,21.344000,55322000
2015-05-08,21.537500,21.760000,21.508499,21.684500,21.684500,58176000
2015-05-11,21.625500,21.950001,21.568501,21.642500,21.642500,47874000
2015-05-12,21.554001,21.662500,21.335501,21.551001,21.551001,38956000
2015-05-13,21.499001,21.676500,21.290001,21.343500,21.343500,39926000
2015-05-14,21.472500,21.650000,21.350500,21.614000,21.614000,37770000
2015-05-15,21.400000,21.520000,21.215000,21.299999,21.299999,84806000
2015-05-18,21.299999,21.363501,21.073000,21.261999,21.261999,47804000
2015-05-19,21.243500,21.412001,21.031500,21.085501,21.085501,49284000
2015-05-20,21.030001,21.355000,20.917999,21.193001,21.193001,43924000
2015-05-21,21.400000,21.844999,21.400000,21.581499,21.581499,82428000
2015-05-22,21.577499,21.622000,21.380501,21.381500,21.381500,40412000
2015-05-26,21.309999,21.350000,21.100000,21.273500,21.273500,44884000
2015-05-27,21.372499,21.592501,21.250500,21.570999,21.570999,44622000
2015-05-28,21.485500,21.567499,21.273500,21.328501,21.328501,38248000
2015-05-29,21.361500,21.625000,21.361500,21.461500,21.461500,60322000
2015-06-01,21.520000,21.658001,21.309999,21.546000,21.546000,45066000
2015-06-02,21.503500,21.661501,21.312500,21.549500,21.549500,33378000
2015-06-03,21.719999,21.919500,21.637501,21.829500,21.829500,54558000
2015-06-04,21.719999,21.837999,21.462999,21.539000,21.539000,50216000
2015-06-05,21.483000,21.540001,21.325001,21.347500,21.347500,38158000
2015-06-08,21.281000,21.340000,21.071501,21.174999,21.174999,43450000
2015-06-09,21.148001,21.374500,20.957001,21.274000,21.274000,45774000
2015-06-10,21.323000,21.610001,21.283001,21.538500,21.538500,43446000
2015-06-11,21.614500,21.944500,21.573500,21.648500,21.648500,58450000
2015-06-12,21.562500,21.618000,21.413000,21.496000,21.496000,41088000
2015-06-15,21.382999,21.402500,21.132000,21.183500,21.183500,41020000
2015-06-16,21.207500,21.398500,21.133499,21.363001,21.363001,45928000
2015-06-17,21.417999,21.567499,21.237499,21.390499,21.390499,43718000
2015-06-18,21.514999,21.986500,21.470501,21.969500,21.969500,67568000
2015-06-19,22.013000,22.249500,21.662001,21.746000,21.746000,89902000
2015-06-22,21.850000,21.962000,21.709000,21.814501,21.814501,36472000
2015-06-23,21.779499,22.351999,21.684500,22.299500,22.299500,64900000
2015-06-24,22.248501,22.323500,22.011499,22.042000,22.042000,52416000
2015-06-25,21.903500,22.173500,21.819500,22.004999,22.004999,44750000
2015-06-26,22.087999,22.174500,21.753000,21.905001,21.905001,52490000
2015-06-29,21.749001,21.850000,21.450001,21.493000,21.493000,55064000
2015-06-30,21.709999,21.778500,21.523001,21.704500,21.704500,51938000
2015-07-01,21.967501,22.000000,21.778999,21.869499,21.869499,39742000
2015-07-02,21.850000,21.910000,21.674000,21.885500,21.885500,26868000
2015-07-06,21.761499,21.986500,21.676001,21.802000,21.802000,38064000
2015-07-07,21.784000,21.886499,21.278500,21.836000,21.836000,69084000
2015-07-08,21.717501,21.799500,21.441500,21.485001,21.485001,47662000
2015-07-09,21.745001,21.936001,21.707500,21.719500,21.719500,45428000
2015-07-10,22.024500,22.236000,21.950001,22.175501,22.175501,48020000
2015-07-13,22.414499,22.893499,22.377001,22.778500,22.778500,79136000
2015-07-14,23.115999,23.480000,22.908001,23.278500,23.278500,94724000
2015-07-15,23.152000,23.235001,23.010000,23.059500,23.059500,59748000
2015-07-16,23.275000,23.794001,23.240000,23.774000,23.774000,81912000
2015-07-17,23.885000,24.271000,23.862499,24.150499,24.150499,98644000
2015-07-20,24.628500,24.660000,24.270000,24.405001,24.405001,95050000
2015-07-21,24.395000,24.444000,24.127501,24.400000,24.400000,63636000
2015-07-22,24.299500,24.625000,24.245001,24.413500,24.413500,62298000
2015-07-23,24.583000,24.583000,23.785000,24.108999,24.108999,187488000
2015-07-24,28.949499,29.028500,26.467501,26.471001,26.471001,438188000
2015-07-27,26.387501,27.247499,26.330000,26.570499,26.570499,149820000
2015-07-28,26.799999,26.819500,26.156000,26.301500,26.301500,105462000
2015-07-29,26.546000,26.648500,26.250999,26.450001,26.450001,75052000
2015-07-30,26.382500,26.959999,26.214500,26.837999,26.837999,74862000
2015-07-31,26.954500,27.142000,26.726000,26.807501,26.807501,60512000
2015-08-03,26.872499,27.021999,26.468000,26.751499,26.751499,60284000
2015-08-04,26.484501,26.847500,26.458000,26.594999,26.594999,58692000
2015-08-05,26.940001,26.957001,26.705999,26.850500,26.850500,57788000
2015-08-06,26.965000,27.136999,26.375999,26.473000,26.473000,76410000
2015-08-07,26.458000,26.473000,25.910500,26.131001,26.131001,79384000
2015-08-10,26.426001,26.614000,26.150000,26.200001,26.200001,52318000
2015-08-11,26.182501,26.448999,26.100000,26.372999,26.372999,53532000
2015-08-12,26.187500,26.375000,25.653000,26.295500,26.295500,79246000
2015-08-13,26.368500,26.733000,26.274500,26.483000,26.483000,57904000
2015-08-14,26.412500,26.705500,26.412500,26.576000,26.576000,39896000
2015-08-17,26.564501,26.937000,26.356001,26.761000,26.761000,51634000
2015-08-18,26.752001,26.974501,26.650000,26.750999,26.750999,41426000
2015-08-19,26.687000,26.862499,26.450001,26.646000,26.646000,46480000
2015-08-20,26.519501,26.662500,25.788500,25.789000,25.789000,88160000
2015-08-21,25.368000,25.616501,24.723499,24.723499,24.723499,134130000
2015-08-24,23.179001,23.829000,22.549999,23.168501,23.168501,201952000
2015-08-25,24.374500,24.472000,23.312500,23.318501,23.318501,113586000
2015-08-26,24.201000,25.186001,23.938000,25.038500,25.038500,127172000
2015-08-27,25.685499,26.134501,25.363001,25.918501,25.918501,122290000
2015-08-28,25.875000,26.075001,25.652000,25.900499,25.900499,54934000
2015-08-31,25.822001,25.970501,25.453501,25.644501,25.644501,60046000
2015-09-01,24.957001,25.500000,24.671499,24.827000,24.827000,77290000
2015-09-02,25.254499,25.542999,24.886000,25.527500,25.527500,74142000
2015-09-03,25.725000,25.792000,25.128500,25.236000,25.236000,62994000
2015-09-04,24.882500,25.142500,24.782000,24.950001,24.950001,53850000
2015-09-08,25.434500,25.917500,25.425501,25.877001,25.877001,76214000
2015-09-09,26.200001,26.497499,25.753000,25.844500,25.844500,87414000
2015-09-10,25.757500,26.306499,25.739000,26.112000,26.112000,51520000
2015-09-11,26.053499,26.472000,26.030500,26.472000,26.472000,64558000
2015-09-14,26.472000,26.622499,25.929001,26.069000,26.069000,62604000
2015-09-15,26.162500,26.396000,25.860001,26.118500,26.118500,57318000
2015-09-16,26.099001,26.415001,25.926001,26.369499,26.369499,45056000
2015-09-17,26.349001,27.348499,26.328501,26.943501,26.943501,83390000
2015-09-18,26.731001,27.312000,26.567499,27.013000,27.013000,123202000
2015-09-21,27.216499,27.489000,26.979500,27.419500,27.419500,65666000
2015-09-22,26.985500,27.177500,26.632999,26.920000,26.920000,76834000
2015-09-23,26.915001,27.060499,26.700001,26.803499,26.803499,44752000
2015-09-24,26.527500,26.728001,26.143499,26.687500,26.687500,70020000
2015-09-25,27.128500,27.139999,26.070000,26.212500,26.212500,80620000
2015-09-28,26.000999,26.014000,24.716499,25.202999,25.202999,108690000
2015-09-29,25.299999,25.573999,24.525000,24.803499,24.803499,89150000
2015-09-30,25.271999,25.639999,25.083500,25.594500,25.594500,80094000
2015-10-01,25.549999,26.040001,25.299999,26.035999,26.035999,75370000
2015-10-02,25.649500,26.629999,25.405001,26.627001,26.627001,91956000
2015-10-05,26.849501,27.295500,26.799999,27.184000,27.184000,67828000
2015-10-06,27.275000,27.575001,26.666500,26.874001,26.874001,90056000
2015-10-07,27.089500,27.100000,26.450001,27.097000,27.097000,76242000
2015-10-08,26.835501,26.969500,25.994499,26.658001,26.658001,93528000
2015-10-09,26.724001,27.089500,26.513500,26.990000,26.990000,70748000
2015-10-12,26.997999,27.541000,26.990000,27.509501,27.509501,55522000
2015-10-13,27.313000,27.660000,27.155001,27.445000,27.445000,58760000
2015-10-14,27.566999,27.612499,26.983999,27.241501,27.241501,71642000
2015-10-15,27.387501,28.150000,27.350000,28.122000,28.122000,98740000
2015-10-16,28.263500,28.547001,28.015499,28.538000,28.538000,86316000
2015-10-19,28.538000,28.950001,28.368999,28.657499,28.657499,87508000
2015-10-20,28.600000,28.650000,27.764000,28.044001,28.044001,86924000
2015-10-21,28.193501,28.262501,27.625999,27.788500,27.788500,66872000
2015-10-22,28.135000,28.457500,27.833500,28.195499,28.195499,155588000
2015-10-23,30.884001,30.972500,29.768000,29.951500,29.951500,213854000
2015-10-26,30.115000,30.492500,29.814501,30.430500,30.430500,85394000
2015-10-27,30.430000,30.735500,30.276501,30.550501,30.550501,75742000
2015-10-28,30.615000,30.861500,30.475000,30.855000,30.855000,78524000
2015-10-29,30.885000,31.377001,30.769501,31.327499,31.327499,77920000
2015-10-30,31.300501,31.535999,31.264000,31.295000,31.295000,77488000
2015-11-02,31.356501,31.431499,31.020500,31.417500,31.417500,56330000
2015-11-03,31.476500,31.494499,31.100000,31.265499,31.265499,64938000
2015-11-04,31.388000,32.296501,31.367500,32.047501,32.047501,96810000
2015-11-05,32.355000,32.849998,32.154499,32.782501,32.782501,94476000
2015-11-06,32.750000,33.112999,32.599998,32.968498,32.968498,81844000
2015-11-09,32.932499,33.098000,32.392502,32.774502,32.774502,80976000
2015-11-10,32.550499,33.000000,32.362999,32.984001,32.984001,69790000
2015-11-11,33.162498,33.798000,33.162498,33.662498,33.662498,107746000
2015-11-12,33.650002,33.782001,33.210999,33.279999,33.279999,85694000
2015-11-13,33.178501,33.349998,32.022499,32.117500,32.117500,125222000
2015-11-16,32.046001,32.499500,31.114500,32.390499,32.390499,148718000
2015-11-17,32.532501,32.662498,32.049999,32.165001,32.165001,86404000
2015-11-18,32.325500,33.243999,32.318501,33.176998,33.176998,89396000
2015-11-19,33.249500,33.643002,32.950001,33.063499,33.063499,94104000
2015-11-20,33.396999,33.443501,32.878502,33.422501,33.422501,77922000
2015-11-23,33.575001,34.138500,33.506001,33.949501,33.949501,87702000
2015-11-24,33.707001,33.790001,33.060501,33.557499,33.557499,90868000
2015-11-25,33.750000,33.985001,33.562000,33.766998,33.766998,53958000
2015-11-27,34.040001,34.049500,33.605000,33.662998,33.662998,39336000
2015-11-30,33.794998,34.064499,33.230000,33.240002,33.240002,113864000
2015-12-01,33.687500,34.049999,33.393002,33.952999,33.952999,95024000
2015-12-02,34.049999,34.241001,33.712502,33.800499,33.800499,85470000
2015-12-03,33.972000,34.139500,33.074001,33.312500,33.312500,101294000
2015-12-04,33.299999,33.738998,33.070000,33.632000,33.632000,90696000
2015-12-07,33.737000,33.772999,33.025002,33.491501,33.491501,74656000
2015-12-08,33.156502,33.999500,32.989498,33.866501,33.866501,73038000
2015-12-09,33.900002,33.950001,32.784000,33.239498,33.239498,103164000
2015-12-10,33.279499,33.426498,32.978001,33.116001,33.116001,69110000
2015-12-11,32.561501,32.894001,31.981001,32.007500,32.007500,109488000
2015-12-14,32.087502,32.929501,31.763500,32.895500,32.895500,86594000
2015-12-15,33.251499,33.575001,32.867500,32.931999,32.931999,95068000
2015-12-16,33.178001,33.867500,32.966000,33.788502,33.788502,79290000
2015-12-17,34.000000,34.125000,33.532501,33.532501,33.532501,73632000
2015-12-18,33.432499,33.841999,33.206501,33.207001,33.207001,136826000
2015-12-21,33.424999,33.494999,32.946499,33.225498,33.225498,65018000
2015-12-22,33.341499,33.424500,32.963001,33.157501,33.157501,53356000
2015-12-23,33.325001,33.330002,32.831501,33.185001,33.185001,54458000
2015-12-24,33.167500,33.234001,33.029999,33.139500,33.139500,21824000
2015-12-28,33.278000,33.775002,33.275002,33.759998,33.759998,75672000
2015-12-29,33.898998,34.821999,33.894501,34.698502,34.698502,114700000
2015-12-30,34.594501,34.774502,34.319000,34.453499,34.453499,70380000
2015-12-31,34.304001,34.387501,33.794498,33.794498,33.794498,74992000
2016-01-04,32.814499,32.886002,31.375500,31.849501,31.849501,186290000
2016-01-05,32.342999,32.345501,31.382500,31.689501,31.689501,116452000
2016-01-06,31.100000,31.989500,31.015499,31.632500,31.632500,106584000
2016-01-07,31.090000,31.500000,30.260500,30.396999,30.396999,141498000
2016-01-08,30.983000,31.207001,30.299999,30.352501,30.352501,110258000
2016-01-11,30.624001,30.992500,29.928499,30.886999,30.886999,97832000
2016-01-12,31.262501,31.299500,30.612000,30.894501,30.894501,94482000
2016-01-13,31.044001,31.044001,28.958000,29.090500,29.090500,153104000
2016-01-14,29.012501,30.112499,28.493999,29.650000,29.650000,144760000
2016-01-15,28.612000,29.231001,28.264999,28.509001,28.509001,155690000
2016-01-19,28.854500,29.200001,28.322500,28.724001,28.724001,96144000
2016-01-20,28.218000,28.922501,27.358999,28.588499,28.588499,159328000
2016-01-21,28.679001,29.440500,28.410999,28.750999,28.750999,99044000
2016-01-22,29.436501,30.004999,29.205500,29.819000,29.819000,102402000
2016-01-25,29.899500,30.424999,29.728001,29.826500,29.826500,87922000
2016-01-26,30.172501,30.225000,29.518999,30.062500,30.062500,75314000
2016-01-27,30.099501,30.169500,28.938999,29.167500,29.167500,103058000
2016-01-28,30.418501,31.903000,29.877501,31.767500,31.767500,280304000
2016-01-29,28.599001,29.650000,28.500000,29.350000,29.350000,293552000
2016-02-01,28.907499,29.090000,28.515499,28.740499,28.740499,127102000
2016-02-02,28.500000,28.577999,27.504499,27.605000,27.605000,126240000
2016-02-03,27.674999,27.799999,26.094999,26.553499,26.553499,200974000
2016-02-04,26.250000,26.949499,25.961000,26.813000,26.813000,123982000
2016-02-05,26.464001,26.472500,24.959499,25.106501,25.106501,194178000
2016-02-08,24.323500,24.674999,23.760500,24.405001,24.405001,196510000
2016-02-09,23.900499,24.919001,23.700001,24.103500,24.103500,141558000
2016-02-10,24.587999,25.233000,24.299999,24.524000,24.524000,135724000
2016-02-11,24.558500,25.465000,24.200001,25.191000,25.191000,147948000
2016-02-12,25.535000,25.837500,25.074499,25.354000,25.354000,107696000
2016-02-16,25.974001,26.222500,25.583000,26.055000,26.055000,102370000
2016-02-17,26.437000,26.874001,25.969500,26.705000,26.705000,96480000
2016-02-18,27.059500,27.059999,26.186501,26.250000,26.250000,94700000
2016-02-19,26.035500,26.797501,25.767500,26.745001,26.745001,99494000
2016-02-22,27.110001,28.032499,27.054001,27.975000,27.975000,111332000
2016-02-23,27.777500,27.845501,27.266500,27.646999,27.646999,81016000
2016-02-24,27.287500,27.713499,26.657499,27.702000,27.702000,124634000
2016-02-25,27.775999,27.969500,27.264500,27.757500,27.757500,90510000
2016-02-26,28.006001,28.125000,27.658501,27.761499,27.761499,97540000
2016-02-29,27.700001,28.240499,27.625500,27.625999,27.625999,82908000
2016-03-01,27.814501,28.962500,27.799999,28.952000,28.952000,100770000
2016-03-02,29.087500,29.250000,28.684999,29.010500,29.010500,91644000
2016-03-03,28.898001,28.993500,28.655500,28.874500,28.874500,54826000
2016-03-04,29.053499,29.070000,28.553499,28.757000,28.757000,68330000
2016-03-07,28.677000,28.681499,27.777500,28.139999,28.139999,98538000
2016-03-08,27.893499,28.567499,27.737000,28.013000,28.013000,94600000
2016-03-09,27.978001,28.017500,27.506500,27.973499,27.973499,87546000
2016-03-10,28.337000,28.350000,27.395000,27.946501,27.946501,78398000
2016-03-11,28.347500,28.503000,28.136499,28.480499,28.480499,75426000
2016-03-14,28.350000,28.844500,28.152500,28.668501,28.668501,69084000
2016-03-15,28.549999,29.076000,28.350000,28.851000,28.851000,77536000
2016-03-16,28.832001,29.066000,28.556999,28.713499,28.713499,70754000
2016-03-17,28.475500,28.570000,27.750500,27.972000,27.972000,118562000
2016-03-18,28.047001,28.116501,27.304501,27.604000,27.604000,145938000
2016-03-21,27.445499,27.761999,26.929001,27.698999,27.698999,103114000
2016-03-22,27.255501,28.138000,27.252501,28.024000,28.024000,80012000
2016-03-23,28.049999,28.624001,27.905001,28.481501,28.481501,79674000
2016-03-24,28.355499,29.177500,28.354000,29.147499,29.147499,103710000
2016-03-28,29.219999,29.237499,28.778000,28.993500,28.993500,62430000
2016-03-29,29.007500,29.792500,28.825001,29.693001,29.693001,87852000
2016-03-30,29.835501,30.162001,29.750000,29.934500,29.934500,77810000
2016-03-31,29.964001,30.037500,29.610500,29.681999,29.681999,53636000
2016-04-01,29.524500,29.951500,29.415001,29.924999,29.924999,58348000
2016-04-04,29.950001,29.975000,29.527500,29.659500,29.659500,49416000
2016-04-05,29.538500,29.673500,29.262501,29.306999,29.306999,46178000
2016-04-06,29.375999,30.119499,29.375000,30.104000,30.104000,56998000
2016-04-07,29.938000,29.980000,29.454000,29.571501,29.571501,63780000
2016-04-08,29.716000,29.893000,29.450001,29.730000,29.730000,51838000
2016-04-11,29.806999,30.200001,29.745501,29.796499,29.796499,54086000
2016-04-12,29.920000,30.202999,29.615499,30.158501,30.158501,52822000
2016-04-13,30.384001,30.840500,30.264500,30.740999,30.740999,84566000
2016-04-14,30.753500,31.219000,30.753500,31.037500,31.037500,70242000
2016-04-15,31.096001,31.338499,30.905500,31.294500,31.294500,57754000
2016-04-18,31.267500,31.882000,31.247999,31.767500,31.767500,87218000
2016-04-19,31.857000,31.900499,31.040001,31.395000,31.395000,81118000
2016-04-20,31.500000,31.827499,31.150000,31.649500,31.649500,52188000
2016-04-21,31.549999,31.891001,31.424999,31.549999,31.549999,51926000
2016-04-22,31.223499,31.412500,30.577999,31.025000,31.025000,101678000
2016-04-25,30.830500,31.349001,30.812500,31.309999,31.309999,53658000
2016-04-26,31.308500,31.337500,30.743999,30.844000,30.844000,50428000
2016-04-27,30.590000,30.797501,30.063999,30.328501,30.328501,81376000
2016-04-28,30.777000,31.340000,29.959999,30.100000,30.100000,157452000
2016-04-29,33.299999,33.499001,32.700001,32.979500,32.979500,206214000
2016-05-02,33.195999,34.275002,33.101501,34.192501,34.192501,131570000
2016-05-03,33.868000,34.014999,33.521500,33.566002,33.566002,98468000
2016-05-04,33.129501,33.700001,33.106998,33.544998,33.544998,92710000
2016-05-05,33.665501,33.824501,32.799999,32.954498,32.954498,97682000
2016-05-06,32.802502,33.847500,32.800499,33.697498,33.697498,87306000
2016-05-09,33.697498,34.348999,33.570499,33.987499,33.987499,79644000
2016-05-10,34.700001,35.227501,34.674999,35.153500,35.153500,122112000
2016-05-11,35.289501,35.950001,35.082500,35.661499,35.661499,146764000
2016-05-12,35.868999,36.122501,35.575500,35.896500,35.896500,100964000
2016-05-13,35.731998,35.962502,35.325500,35.495998,35.495998,95268000
2016-05-16,35.506500,35.662498,35.014000,35.533001,35.533001,108658000
2016-05-17,35.494999,35.723499,34.695499,34.763500,34.763500,102428000
2016-05-18,34.478001,35.126999,34.438000,34.872501,34.872501,85664000
2016-05-19,34.594002,34.970001,34.478001,34.925999,34.925999,60512000
2016-05-20,35.052502,35.362000,35.000000,35.139999,35.139999,58324000
2016-05-23,35.212502,35.299999,34.820999,34.837502,34.837502,51902000
2016-05-24,34.900501,35.375000,34.900002,35.209999,35.209999,60676000
2016-05-25,35.400002,35.542999,35.276001,35.417500,35.417500,65354000
2016-05-26,35.416500,35.750000,35.364498,35.745499,35.745499,48934000
2016-05-27,35.750000,35.830002,35.555000,35.612000,35.612000,44984000
2016-05-31,35.616501,36.211498,35.566002,36.139500,36.139500,72366000
2016-06-01,36.044998,36.321499,35.910999,35.972000,35.972000,65262000
2016-06-02,36.048500,36.414001,35.775002,36.411999,36.411999,60532000
2016-06-03,36.337002,36.349998,35.921501,36.277000,36.277000,67346000
2016-06-06,36.325001,36.575001,36.221001,36.336498,36.336498,54096000
2016-06-07,36.494499,36.500000,36.027500,36.187000,36.187000,54650000
2016-06-08,36.320000,36.471001,36.080002,36.332001,36.332001,44468000
2016-06-09,36.154999,36.445499,36.115002,36.382500,36.382500,43406000
2016-06-10,36.117500,36.249001,35.710499,35.895500,35.895500,68514000
2016-06-13,35.700500,36.099499,35.557999,35.762001,35.762001,67044000
2016-06-14,35.616501,36.040501,35.613499,35.965000,35.965000,50138000
2016-06-15,36.099998,36.127998,35.667500,35.713001,35.713001,54188000
2016-06-16,35.602501,35.900002,35.264999,35.875500,35.875500,61960000
2016-06-17,35.909500,35.910000,34.959000,35.319500,35.319500,117956000
2016-06-20,35.674999,36.065498,35.540501,35.700500,35.700500,73544000
2016-06-21,35.785999,35.919998,35.636002,35.791000,35.791000,42750000
2016-06-22,35.828999,35.849998,35.378502,35.529999,35.529999,45210000
2016-06-23,35.775002,36.105999,35.625000,36.104000,36.104000,56500000
2016-06-24,34.650002,35.626499,34.610001,34.948002,34.948002,152650000
2016-06-27,34.600498,34.841000,34.105999,34.568001,34.568001,111360000
2016-06-28,35.000000,35.400002,34.908501,35.397499,35.397499,80740000
2016-06-29,35.787498,35.974998,35.676998,35.779999,35.779999,61402000
2016-06-30,35.860001,35.968498,35.626999,35.780998,35.780998,57102000
2016-07-01,35.866001,36.400002,35.827000,36.284000,36.284000,58408000
2016-07-05,36.139999,36.478001,35.980499,36.404999,36.404999,48628000
2016-07-06,36.285500,36.888500,36.129002,36.880501,36.880501,78764000
2016-07-07,36.966499,36.977501,36.581501,36.828499,36.828499,58916000
2016-07-08,37.007000,37.305000,36.900002,37.290501,37.290501,68584000
2016-07-11,37.500000,37.794998,37.349998,37.688999,37.688999,63906000
2016-07-12,37.842999,37.867001,37.016499,37.410500,37.410500,112474000
2016-07-13,37.338001,37.843498,37.062500,37.131500,37.131500,82846000
2016-07-14,37.443001,37.452000,36.951000,37.060001,37.060001,47810000
